project,req_id,text,type,priority,hybrid_label,source,filename,n_chars,n_words
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),19,"Sistem, video akuc0u305 u351 u305 ve izlence (log) dosyalaru305 nu305 disk alanu305 ve veri kaybu305 riskini gözeterek düzenli ve güvenli biçimde saklamalu305 du305 r.",NFR,Must,NFR-Must,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,167,24
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),20,"Sistem, bir spor salonu ortamuc0u305 ndaki tipik u305 u351 u305 k deu287 iu351 imleri ve kamera titreu351 imleri karu351 u305 su305 nda tespit ve takip performansu305 nu305 koruyacak u351 ekilde dayanu305 klu305 olmalu305 du305 r.",NFR,Must,NFR-Must,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,230,35
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),21,"YOLOv8 ve diuc0u287 er derin öu287 renme modelleri, kullanu305 lacak donanu305 m üzerinde hem eu287 itim hem çu305 karu305 m au351 amalaru305 nda GPU kaynaklaru305 nu305 verimli kullanacak u351 ekilde optimize edilmelidir.",NFR,Should,NFR-Should,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,222,32
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),22,"Otsu euc0u351 ikleme, erozyon, dilatasyon ve BLOB analizi gibi görüntü iu351 leme adu305 mlaru305 , gürültülü görüntülerde dahi sahayu305 ve ilgili nesneleri kararlu305 biçimde ortaya çu305 karacak parametrelerle yapu305 landu305 ru305 lmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,253,34
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),23,"Sistem, kullanuc0u305 lan tüm algoritmalaru305 n (Kalman filtresi, Macar algoritmasu305 , IoU eu351 leu351 tirme, yaku305 n komu351 u mesafe metriu287 i) parametrelerini deneysel olarak ayarlamaya imkân verecek u351 ekilde modüler tasarlanmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,255,34
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),24,"Grafiksel kullanuc0u305 cu305 arayüzü, saha kenaru305 nda veya antrenman ortamu305 nda kullanu305 labilecek kadar sade, okunabilir ve kullanu305 cu305 dostu olmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,175,23
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),25,"Sistem, video çözünürlüuc0u287 ü ve kare hu305 zu305 arttu305 u287 u305 nda iu351 lem süresindeki artu305 u351 u305 minimumda tutmak için çok iu351 parçacu305 klu305 veya asenkron iu351 leme tekniklerinden faydalanmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,230,33
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),26,"Sistem, tespit ve takip metriklerini (MOTA, IDF1, HOTA, FP, FN, ID switch, LocA, vb.) otomatik olarak hesaplayuc0u305 p tek bir performans raporu halinde sunabilmelidir.",NFR,Could,NFR-Could,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,169,24
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),27,"Sistem, farkluc0u305 kamera açu305 laru305 nda ve farklu305 salonlarda çekilmiu351 videolarda yeniden kalibrasyon ihtiyacu305 nu305 azaltmak için saha tespiti ve homografi hesaplamasu305 nu305 yaru305 otomatik hale getirebilmelidir.",NFR,Could,NFR-Could,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,232,27
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),28,"Sistem, euc0u287 itim ve test senaryolaru305 boyunca kullanu305 lan konfigürasyon dosyalaru305 nu305 , model sürümlerini ve deney sonuçlaru305 nu305 deney defteri (experiment log) u351 eklinde organize ederek deneylerin yeniden üretilebilirliu287 ini artu305 rmalu305 du305 r.",NFR,Could,NFR-Could,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,276,35
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),29,"Sistem, gerektiuc0u287 inde bulut tabanlu305 bir altyapu305 ya tau351 u305 narak farklu305 sahalardan gelen video aku305 u351 laru305 nu305 merkezi bir sunucu üzerinde ölçeklenebilir biçimde iu351 leyebilecek yapu305 da olmalu305 du305 r.",NFR,Could,NFR-Could,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,238,32
Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot),30,"Sistem, ileride farkluc0u305 spor dallaru305 ndaki u351 ut veya hareket analizlerine uyarlanabilecek u351 ekilde spor dalu305 na özgü kurallaru305 parametrik olarak tanu305 mlamaya elveriu351 li olmalu305 du305 r.",NFR,Could,NFR-Could,ETU,Gercek Zamanl Yapay Zeka Basketbol Sut Tespiti ve Sporcu Hareket Analizi (AI Shot).xml,213,28
Guncel_ Sal ve Gvenlii,1,"Sistem, baret, yelek ve gözlük gibi kişisel koruyucu donanımların eksikliğini gerçek zamanlı olarak algılayabilmelidir.",FR,Must,FR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,119,14
Guncel_ Sal ve Gvenlii,2,"YOLOv7 algoritması, iş yerinde hareketli nesneleri algılarken 5 ms gecikmeyle çalışmalıdır.",FR,Must,FR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,91,11
Guncel_ Sal ve Gvenlii,3,"Sistem, yüksek risk taşıyan alanlara giriş yapan kişilerin güvenlik ekipmanlarını doğrulayabilmelidir.",FR,Must,FR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,102,11
Guncel_ Sal ve Gvenlii,4,"Sistem, tehlikeli bölgelerde çalışan personelin hareketlerini takip ederek olası kazaları önleyebilmelidir.",FR,Must,FR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,107,11
Guncel_ Sal ve Gvenlii,5,Kişisel koruyucu donanım eksikliği tespit edildiğinde sesli ve görsel alarm devreye girmelidir.,FR,Must,FR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,95,12
Guncel_ Sal ve Gvenlii,6,"Sistem, kazaların yoğun olduğu bölgelere ilişkin geçmiş verileri analiz ederek kullanıcıya rapor sunabilmelidir.",FR,Should,FR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,112,13
Guncel_ Sal ve Gvenlii,7,"Sistem, tehlike anında kullanıcıya e-posta ve SMS yoluyla anlık bildirim gönderebilmelidir.",FR,Should,FR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,91,11
Guncel_ Sal ve Gvenlii,8,"Kullanıcı arayüzü, gerçek zamanlı kamera görüntüsünü ve güvenlik durumunu gösterebilmelidir.",FR,Should,FR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,92,10
Guncel_ Sal ve Gvenlii,9,"Hava durumu sensörleri, yağmur veya kar yağışı gibi durumları algılayarak güvenlik önlemlerini optimize edebilmelidir.",FR,Should,FR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,118,14
Guncel_ Sal ve Gvenlii,10,"Sistem, geçmiş tehlike bildirimlerini analiz ederek risk haritaları oluşturabilmelidir.",FR,Should,FR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,87,9
Guncel_ Sal ve Gvenlii,11,"Sistem, kullanıcıların iş kazası senaryolarını simüle ederek eğitim almasını sağlayabilmelidir.",FR,Could,FR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,95,10
Guncel_ Sal ve Gvenlii,12,"Sistem, kullanıcıların manuel olarak tehlike bölgelerini işaretlemesine olanak sağlamalıdır.",FR,Could,FR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,92,9
Guncel_ Sal ve Gvenlii,13,"Sistem, mobil cihazlardan uzaktan kontrol ve izleme yapılmasını desteklemelidir.",FR,Could,FR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,80,9
Guncel_ Sal ve Gvenlii,14,"Sistem, iş kazalarının önlenmesi için tehlike bölgelerine otomatik koruma önlemleri uygulayabilmelidir.",FR,Could,FR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,103,11
Guncel_ Sal ve Gvenlii,15,"Sistem, kullanıcı geri bildirimlerine dayalı olarak performans iyileştirme önerileri sunabilmelidir.",FR,Could,FR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,100,10
Guncel_ Sal ve Gvenlii,16,"Algoritma, %99 doğruluk oranına sahip olmalı ve farklı aydınlatma koşullarında tutarlı performans göstermelidir.",NFR,Must,NFR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,112,13
Guncel_ Sal ve Gvenlii,17,"Sistem, sahada düşük enerji tüketimi sağlayarak mobil cihazlarda uzun süreli kullanım sunmalıdır.",NFR,Must,NFR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,97,12
Guncel_ Sal ve Gvenlii,18,"Sistem, saniyede 1000 işlem gerçekleştirebilecek bir işlemci kapasitesine sahip olmalıdır.",NFR,Must,NFR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,90,10
Guncel_ Sal ve Gvenlii,19,"Veri işleme süreçleri, veri gizliliğini sağlamak için AES-256 şifreleme kullanmalıdır.",NFR,Must,NFR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,86,10
Guncel_ Sal ve Gvenlii,20,"Yazılım, en az 500 milyon işlem/saat ölçeklenebilirlik kapasitesine sahip olmalıdır.",NFR,Must,NFR-Must,Translated,Guncel_ Sal ve Gvenlii.xml,84,10
Guncel_ Sal ve Gvenlii,21,"Sistem, mobil cihazlarda optimize edilmiş bir kullanıcı arayüzü sunmalıdır.",NFR,Should,NFR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,75,9
Guncel_ Sal ve Gvenlii,22,"Sistem, 24 saat boyunca kesintisiz çalışabilmelidir.",NFR,Should,NFR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,52,6
Guncel_ Sal ve Gvenlii,23,"Kullanıcı arayüzü, özelleştirilebilir renk ve tema seçenekleri sunmalıdır.",NFR,Should,NFR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,74,8
Guncel_ Sal ve Gvenlii,24,"Sistem, düşük bant genişliğine sahip internet bağlantısında bile işlevselliğini koruyabilmelidir.",NFR,Should,NFR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,97,10
Guncel_ Sal ve Gvenlii,25,"Sistem, anlık işlem performansını optimize eden bir altyapıya sahip olmalıdır.",NFR,Should,NFR-Should,Translated,Guncel_ Sal ve Gvenlii.xml,78,10
Guncel_ Sal ve Gvenlii,26,"Sistem, eğitim modunda kullanıcıların temel güvenlik bilgilerini öğrenmesini sağlayabilmelidir.",NFR,Could,NFR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,95,9
Guncel_ Sal ve Gvenlii,27,"Sistem, kullanıcıların verilerini anonimleştirerek gizlilik seviyesini artırmalıdır.",NFR,Could,NFR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,84,7
Guncel_ Sal ve Gvenlii,28,"Sistem, iş sağlığı ve güvenliği raporlarını otomatik olarak oluşturup paylaşabilmelidir.",NFR,Could,NFR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,88,10
Guncel_ Sal ve Gvenlii,29,"Sistem, çevrimdışı modda temel işlevlerini sürdürebilmelidir.",NFR,Could,NFR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,61,6
Guncel_ Sal ve Gvenlii,30,"Sistem, farklı işletim sistemleri ve platformlar ile uyumlu çalışabilmelidir.",NFR,Could,NFR-Could,Translated,Guncel_ Sal ve Gvenlii.xml,77,9
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,1,"Kamera modülü, 360° dönebilme özelliği ile saniyede 10 çerçeve hızında görüntü kaydedebilmelidir.",FR,Must,FR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,97,12
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,2,"Yapay zeka modeli, 50 farklı hayvan türünü sınıflandırma ve algılama yeteneğine sahip olmalıdır.",FR,Must,FR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,96,13
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,3,"Sistem, algıladığı hareketin yönünü belirleyerek tehdit derecesini analiz edebilmelidir.",FR,Must,FR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,88,9
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,4,"Sesli uyarı mekanizması, farklı hayvan türleri için özelleştirilmiş sesler üretebilmelidir.",FR,Must,FR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,91,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,5,"Sistem, tehdit tespiti yapıldığında kullanıcıya anlık bildirim gönderebilmelidir.",FR,Must,FR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,81,8
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,6,"Koku yayma mekanizması, sadece belirli bölgelere odaklanarak koku salınımı yapabilmelidir.",FR,Should,FR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,90,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,7,"Sistem, ultrasonik sensörler ile 1 metre mesafeden küçük nesneleri algılayabilmelidir.",FR,Should,FR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,86,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,8,"Sistem, mobil uygulama üzerinden gerçek zamanlı canlı yayın yapabilmelidir.",FR,Should,FR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,75,9
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,9,"Sistem, hava durumunu analiz ederek fırtına sırasında cihazın koruma moduna geçmesini sağlayabilmelidir.",FR,Should,FR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,104,12
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,10,"Sistem, kullanıcıların belirlediği özel alanlar için ayrı güvenlik seviyeleri uygulayabilmelidir.",FR,Should,FR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,97,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,11,"Kullanıcı, tarladaki hayvan aktivitelerinin geçmişini görüntüleyebilmelidir.",FR,Could,FR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,76,6
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,12,"Sistem, bölgedeki farklı hayvan aktivitelerini bir harita üzerinde görselleştirebilmelidir.",FR,Could,FR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,91,9
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,13,"Sistem, hayvanların ve tehditlerin AI tabanlı davranış analizlerini kullanıcıya sunabilmelidir.",FR,Could,FR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,95,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,14,Otomatik yazılım güncellemeleri ile sistem yeni tehdit modellerini entegre edebilmelidir.,FR,Could,FR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,89,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,15,Gece görüşü için kamera minimum 20 metre mesafeden net görüntü sağlayabilmelidir.,FR,Could,FR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,81,11
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,16,"Sistem, veri işlemeyi 200ms altında tamamlayarak gerçek zamanlı analiz sağlayabilmelidir.",NFR,Must,NFR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,89,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,17,"Sistem, sıcaklık değişimlerinden etkilenmeyecek şekilde -20°C ile 50°C arasında çalışabilmelidir.",NFR,Must,NFR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,97,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,18,"Sistem, IP67 standardında su ve toz geçirmezlik özelliğine sahip olmalıdır.",NFR,Must,NFR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,75,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,19,Cihazın tüm hareketli parçaları minimum bakım gereksinimi ile çalışabilmelidir.,NFR,Must,NFR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,79,9
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,20,"Gömülü kontrol birimi, minimum enerji tüketimi ile çalışabilmelidir.",NFR,Must,NFR-Must,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,68,8
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,21,"Sistem, ses ve koku salınımı sırasında çevredeki insanlara rahatsızlık vermeyecek şekilde çalışmalıdır.",NFR,Should,NFR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,103,12
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,22,"Sistem, farklı cihazlarla entegrasyon için API desteği sunmalıdır.",NFR,Should,NFR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,66,8
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,23,"Sistem, standart enerji protokollerine uyumlu olmalıdır.",NFR,Should,NFR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,56,6
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,24,"Veri işleme modülü, şifreleme teknikleri ile verilerin güvenliğini sağlamalıdır.",NFR,Should,NFR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,80,9
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,25,"Cihazın yazılım ve donanım arayüzü, kullanıcılara kolaylık sağlayacak şekilde optimize edilmelidir.",NFR,Should,NFR-Should,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,99,11
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,26,"Kullanıcı arayüzü, mobil ve masaüstü cihazlar için özelleştirilebilir temalar sunabilmelidir.",NFR,Could,NFR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,93,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,27,"Veri kaydı modülü, uzun süreli saklama için optimize edilmiş olmalıdır.",NFR,Could,NFR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,71,10
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,28,"Cihazın kurulum süreci, kullanıcılar tarafından kolayca yapılabilir olmalıdır.",NFR,Could,NFR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,78,8
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,29,"Sistem, düşük batarya durumunda enerji tasarruf moduna geçebilmelidir.",NFR,Could,NFR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,70,8
Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk,30,"Gömülü sistem, farklı iklim koşullarına uyum sağlayacak şekilde optimize edilmelidir.",NFR,Could,NFR-Could,ETU,Guncel_360 Dnebilen Yapay Zek ve Grnt leme Tabanl Akll Korkuluk.xml,85,10
Guncel_Akll Trafik areti Tanma Sistemi,1,"Sistem, trafik işaretlerini gerçek zamanlı olarak algılayıp tanımlayabilmelidir.",FR,Must,FR-Must,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,80,8
Guncel_Akll Trafik areti Tanma Sistemi,2,"YOLOv4-Tiny algoritması, düşük ışıkta trafik işaretlerini algılayabilmelidir.",FR,Must,FR-Must,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,77,7
Guncel_Akll Trafik areti Tanma Sistemi,3,Kötü hava koşullarında trafik işaretlerini doğru şekilde tanıyabilmelidir.,FR,Must,FR-Must,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,74,8
Guncel_Akll Trafik areti Tanma Sistemi,4,"Sistem, GPS desteği ile lokasyon bazlı veri işleyebilmelidir.",FR,Must,FR-Must,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,61,8
Guncel_Akll Trafik areti Tanma Sistemi,5,Trafik işaretleri veri tabanını sürekli güncelleyebilmelidir.,FR,Must,FR-Must,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,61,6
Guncel_Akll Trafik areti Tanma Sistemi,6,"Sistem, kullanıcı arayüzü üzerinden algılanan trafik işaretlerini görselleştirebilmelidir.",FR,Should,FR-Should,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,90,8
Guncel_Akll Trafik areti Tanma Sistemi,7,"Algılanan trafik işaretleri, sürücülere sesli olarak iletilmelidir.",FR,Should,FR-Should,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,67,7
Guncel_Akll Trafik areti Tanma Sistemi,8,"Sistem, mobil uygulama ile entegrasyon sağlamalıdır.",FR,Should,FR-Should,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,52,6
Guncel_Akll Trafik areti Tanma Sistemi,9,"Sistem, video kayıt özelliği ile algılama geçmişini saklayabilmelidir.",FR,Should,FR-Should,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,70,8
Guncel_Akll Trafik areti Tanma Sistemi,10,"Gece modunda, düşük ışık iyileştirme tekniklerini uygulayabilmelidir.",FR,Should,FR-Should,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,69,7
Guncel_Akll Trafik areti Tanma Sistemi,11,Trafik işaretlerinin harita üzerinde konumlarını gösterebilmelidir.,FR,Could,FR-Could,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,67,6
Guncel_Akll Trafik areti Tanma Sistemi,12,"Sistem, özel trafik işaretleri için kişiselleştirilmiş tanımlama yapabilmelidir.",FR,Could,FR-Could,ETU,Guncel_Akll Trafik areti Tanma Sistemi.xml,80,8
